name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
portugal,2018-10-01T00:00:00,19.4,19.4,15.1,76.17,0,0,,0,0,27.7,13.1,317,1018.7,18.6,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-01T01:00:00,19,19,14.9,77.3,0,0,,0,0,26.6,16.1,315,1018.6,0,11.6,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-01T02:00:00,19,19,14.9,77.09,0,0,,0,0,24.8,17.4,328,1018.6,29.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-01T03:00:00,18.9,18.9,15.1,78.48,0,0,,0,0,23,12.6,330,1018.3,31.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-01T04:00:00,18.8,18.8,15.1,78.93,0,0,,0,0,21.6,14.1,329,1017.8,0,11.6,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-01T05:00:00,18.1,18.1,14.8,81.08,0,0,,0,0,20.9,10.7,325,1017.8,26.3,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-01T06:00:00,17.7,17.7,15.5,87.17,0,0,,0,0,20.5,10.2,351,1017.9,18.2,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-01T07:00:00,17.6,17.6,15.7,88.71,0,0,,0,0,20.9,6.4,2,1018.1,20.3,11.2,0,0,0,,Partially cloudy,partly-cloudy-night,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-01T08:00:00,17.7,17.7,15.1,84.43,0,0,,0,0,24.5,11.8,358,1018.8,26.1,8.1,12,0,0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-01T09:00:00,19.9,19.9,15,73.25,0,0,,0,0,25.2,7.2,2,1019,24.2,9.5,44,0.2,0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-01T10:00:00,23.1,23.1,16.5,66.33,0,0,,0,0,25.6,8.8,4,1019.1,0,9.4,160,0.6,2,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-01T11:00:00,25.1,25.1,16.8,60.12,0,0,,0,0,25.6,9.3,23,1019,0,10,451,1.6,5,,Clear,clear-day,"08535099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-01T12:00:00,26.7,26.6,11.6,39,0,0,,0,0,25.6,12.3,339,1019.1,0,10,633,2.3,6,,Clear,clear-day,"08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-01T13:00:00,29.1,29.5,17,48.06,0,0,,0,0,25.9,11.1,33,1018.2,0,21,707,2.5,7,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-01T14:00:00,29.7,28.2,7.4,24.64,0,0,,0,0,28.1,12.1,328,1017.8,1.6,10,725,2.6,7,,Clear,clear-day,"08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-01T15:00:00,29.2,28.3,12.1,34.97,0,0,,0,0,32.4,15.3,338,1017.1,0.9,10,689,2.5,7,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-01T16:00:00,28.1,27.4,10.9,34.3,0,0,,0,0,36,11.3,22,1016.7,9.9,21.3,585,2.1,6,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-01T17:00:00,27.7,27,9.5,31.97,0,0,,0,0,36.7,15.5,324,1016.6,0.3,10,435,1.6,4,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-01T18:00:00,26.1,26.1,12,41.54,0,0,,0,0,36.4,17,320,1017,0.9,10,256,0.9,3,,Clear,clear-day,"08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-01T19:00:00,23.9,23.9,11.9,47.17,0,0,,0,0,28.8,15.4,320,1017.1,0,11.6,61,0.2,1,,Clear,clear-day,"08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-01T20:00:00,22.2,22.2,10.7,48.21,0,0,,0,0,31,17.2,317,1017.3,0.7,10,7,0,0,,Clear,clear-night,"08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-01T21:00:00,21.2,21.2,9.7,47.97,0,0,,0,0,28.8,15.5,318,1017.8,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-01T22:00:00,22.5,22.5,9.6,44.16,0,0,,0,0,27.7,11.4,327,1017.9,0,11.6,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-01T23:00:00,20.8,20.8,9.6,48.6,0,0,,0,0,25.6,11.4,335,1018.2,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-02T00:00:00,20.7,20.7,9.6,49.12,0,0,,0,0,23,6.9,341,1018.3,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-02T01:00:00,21.8,21.8,9.3,44.91,0,0,,0,0,20.5,8.2,360,1017.9,0,11.6,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-02T02:00:00,21.9,21.9,8.4,41.96,0,0,,0,0,19.4,10.3,21,1017.9,4.2,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-02T03:00:00,20.3,20.3,6.8,41.43,0,0,,0,0,18.7,11.6,34,1017.9,28.8,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-02T04:00:00,22,22,6.3,36.18,0,0,,0,0,18.4,13.4,44,1017.5,0,11.6,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-02T05:00:00,21.6,21.6,5,33.88,0,0,,0,0,18,14.3,38,1017.3,16.8,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-02T06:00:00,21.3,21.3,4.1,32.3,0,0,,0,0,19.1,14.4,44,1017.5,14,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-02T07:00:00,19,19,2.7,33.8,0,0,,0,0,20.2,14.2,45,1018.2,10,11.5,0,0,0,,Clear,clear-night,"08532099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-02T08:00:00,20.8,20.8,3.9,32.85,0,0,,0,0,19.4,14.3,45,1018.4,70.2,10,21,0.1,0,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-02T09:00:00,20.7,20.7,2.8,30.55,0,0,,0,0,23.8,19.3,44,1019.3,92,10,99,0.4,1,,Overcast,cloudy,"08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-02T10:00:00,22.1,22.1,4.2,31.17,0,0,,0,0,27.7,21.7,50,1019.7,47.5,25.7,331,1.2,3,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-02T11:00:00,22,22,4.2,31.16,0,0,,0,0,30.2,21.2,48,1020.2,69.3,10,502,1.8,5,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-02T12:00:00,24,24,5.2,29.81,0,0,,0,0,29.2,18.8,42,1019.9,28.4,10,632,2.3,6,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-02T13:00:00,26.1,26.1,8.7,33.34,0,0,,0,0,26.3,14.7,32,1018.7,39.6,25.9,710,2.6,7,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-02T14:00:00,28.1,26.9,4.8,22.66,0,0,,0,0,22.3,14.5,45,1018.8,23.2,10,727,2.6,7,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-02T15:00:00,29.9,28.1,4.5,20,0,0,,0,0,31.7,12.3,53,1018.6,27.8,10,681,2.5,7,,Partially cloudy,partly-cloudy-day,"08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-02T16:00:00,29.7,28.4,9.4,28.29,0,0,,0,0,16.2,7.6,24,1017.4,39.5,26.9,584,2.1,6,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-02T17:00:00,30.2,28.5,6.1,21.97,0,0,,0,0,14,8.2,52,1017.4,37.4,10,433,1.6,4,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-02T18:00:00,30.9,28.9,4.4,18.82,0,0,,0,0,15.8,5.2,356,1017.7,37,10,249,0.9,2,,Partially cloudy,partly-cloudy-day,"08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-02T19:00:00,28.5,27.2,6.8,25.45,0,0,,0,0,25.2,6.3,294,1017.4,10,11.6,55,0.2,1,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-02T20:00:00,26.6,26.6,6.8,28.35,0,0,,0,0,16.6,6.8,301,1018.1,45.1,10,2.6,0,0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-02T21:00:00,25.3,25.3,6.5,30.05,0,0,,0,0,16.6,11.9,325,1018.7,45.7,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-02T22:00:00,25.6,25.6,6.9,30.44,0,0,,0,0,16.2,9.4,344,1019.2,0,11.6,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-02T23:00:00,26.3,26.3,3.6,23.23,0,0,,0,0,15.8,11,14,1019.2,31.6,10,0,0,0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-03T00:00:00,25.9,25.9,1.9,20.99,0,0,,0,0,15.8,9.5,28,1019.5,16.3,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-03T01:00:00,25.3,25.3,1.3,20.92,0,0,,0,0,15.5,10.1,33,1019.5,0,11.6,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-03T02:00:00,24.4,24.4,0.8,21.22,0,0,,0,0,15.5,9.4,35,1019.5,0,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-03T03:00:00,23.8,23.8,1.9,23.82,0,0,,0,0,16.2,13,48,1019.6,0,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-03T04:00:00,20.9,20.9,0,24.85,0,0,,0,0,16.9,13,39,1020,0,11.6,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-03T05:00:00,22,22,0.3,23.81,0,0,,0,0,16.9,10.8,48,1019.5,0,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-03T06:00:00,21.3,21.3,0.5,24.98,0,0,,0,0,17.6,8,54,1019.6,0,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-03T07:00:00,20.8,20.8,2.3,29.32,0,0,,0,0,25.2,8.7,64,1019.8,0,11.5,0,0,0,,Clear,clear-night,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-03T08:00:00,20.3,20.3,3.4,32.7,0,0,,0,0,18,10.9,53,1020.1,0,10,13,0,0,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-03T09:00:00,21,21,3.3,31.19,0,0,,0,0,19.4,12.8,52,1020.5,0,10,92,0.3,1,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-03T10:00:00,22,22,3.7,30.02,0,0,,0,0,20.2,11.5,33,1021,0.5,25.7,338,1.2,3,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-03T11:00:00,24,24,2.9,25.22,0,0,,0,0,20.5,15.3,53,1021.1,0,10,505,1.8,5,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-03T12:00:00,25.8,25.8,3.7,23.95,0,0,,0,0,20.9,12.8,65,1021.1,0,10,633,2.3,6,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-03T13:00:00,28.8,27.3,3.3,19.54,0,0,,0,0,19.4,7.5,77,1020.7,9.9,24.8,708,2.5,7,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-03T14:00:00,29.6,27.8,1.9,17,0,0,,0,0,40.7,8.5,55,1020,0,10,725,2.6,7,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-03T15:00:00,30.2,28.2,-1.4,12.94,0,0,,0,0,13.7,8.5,50,1019.7,0,10,677,2.4,7,,Clear,clear-day,"08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-03T16:00:00,28.5,27.2,5.4,23.06,0,0,,0,0,31.7,10.5,258,1018.8,0,26.9,574,2.1,6,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-03T17:00:00,27.1,26.6,9.6,33.34,0,0,,0,0,22.3,8.8,224,1018.7,0,10,428,1.5,4,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-03T18:00:00,26.3,26.3,11.6,39.97,0,0,,0,0,25.2,14.1,283,1018.8,0,10,247,0.9,2,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-03T19:00:00,26.1,26.1,3,22.48,0,0,,0,0,24.8,15.4,308,1018.8,0,11.6,55,0.2,1,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-03T20:00:00,24.6,24.6,1.9,22.78,0,0,,0,0,21.2,10.9,325,1019.3,0,10,2,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-03T21:00:00,24.1,24.1,0.1,20.51,0,0,,0,0,21.6,14.6,343,1019.3,0,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-03T22:00:00,23.2,23.2,-1.4,19.48,0,0,,0,0,22,8.5,5,1020,0,11.6,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-03T23:00:00,22,22,-1.2,21.13,0,0,,0,0,22.3,7,350,1019.9,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-04T00:00:00,21.2,21.2,0.6,25.48,0,0,,0,0,22,5.3,1,1019.8,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-04T01:00:00,21.7,21.7,0.1,23.78,0,0,,0,0,20.9,7.4,347,1019.3,0,10.8,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-04T02:00:00,20.8,20.8,5.1,35.86,0,0,,0,0,19.4,4.4,356,1018.9,0,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-04T03:00:00,19.5,19.5,8.1,47.66,0,0,,0,0,17.6,4.2,120,1018.8,0,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-04T04:00:00,18.5,18.5,3,35.68,0,0,,0,0,16.2,4.5,256,1018.4,0,10.3,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-04T05:00:00,19.4,19.4,1.5,30.38,0,0,,0,0,15.1,5.5,330,1018.1,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-04T06:00:00,18.9,18.9,6.5,44.31,0,0,,0,0,14.8,4.2,120,1017.9,30,8.6,0,0,0,,Partially cloudy,partly-cloudy-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-04T07:00:00,17.5,17.5,9.1,58.09,0,0,,0,0,14.4,2.5,7,1018.2,30,8.6,0,0,0,,Partially cloudy,partly-cloudy-night,"08535099999,08532099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-04T08:00:00,17,17,13.2,78.47,0,0,,0,0,15.1,4.1,74,1018.5,14.9,8.5,12,0,0,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-04T09:00:00,18.3,18.3,14.8,79.97,0,0,,0,0,14.4,4.7,87,1019.1,20.5,8.6,89,0.3,1,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-04T10:00:00,20.1,20.1,15.2,73.4,0,0,,0,0,14.8,0.8,8,1019.2,2,7.1,338,1.2,3,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-04T11:00:00,23,23,15.6,62.8,0,0,,0,0,14.4,6.2,78,1019,27.5,10,503,1.8,5,,Partially cloudy,partly-cloudy-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-04T12:00:00,24.7,24.7,12.7,47.14,0,0,,0,0,13.7,5,186,1018.6,0,10,625,2.3,6,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-04T13:00:00,27.5,27.6,14.6,45.48,0,0,,0,0,12.6,7.6,256,1017.8,0.5,19.2,697,2.5,7,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-04T14:00:00,27.7,26.7,5.8,24.82,0,0,,0,0,33.5,11,114,1017.8,0,10,712,2.6,7,,Clear,clear-day,"08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-04T15:00:00,25.9,25.9,10.7,38.49,0,0,,0,0,18,17,235,1017.4,0,10,666,2.4,7,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-04T16:00:00,25.8,25.8,5.9,28,0,0,,0,0,22.7,11.5,240,1016.9,0,25,564,2,6,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-04T17:00:00,25.5,25.5,9.2,35.54,0,0,,0,0,24.8,13.3,320,1016.7,0,10,418,1.5,4,,Clear,clear-day,"08535099999,08532099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-04T18:00:00,24.5,24.5,13.2,49.35,0,0,,0,0,24.8,15.3,329,1016.5,0,10,238,0.9,2,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-04T19:00:00,23.4,23.4,13.6,54.15,0,0,,0,0,23.4,12.2,322,1016.4,0,11.6,51,0.2,1,,Clear,clear-day,"08535099999,08534099999,D7126,08536099999,LPPT,08579099999"
portugal,2018-10-04T20:00:00,24,24,9,38.39,0,0,,0,0,20.9,14,319,1016.3,1.6,10,1.5,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-04T21:00:00,23.1,23.1,8.3,38.66,0,0,,0,0,20.5,10.5,351,1016.6,0.6,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-04T22:00:00,23.4,23.4,6.8,34.23,0,0,,0,0,20.9,5.5,9,1017.1,0,11.6,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-04T23:00:00,20.9,20.9,4,32.87,0,0,,0,0,20.9,7,345,1017.4,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-05T00:00:00,22.6,22.6,2.5,26.76,0,0,,0,0,20.5,9.4,335,1017.1,0,10,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-05T01:00:00,21.3,21.3,2,27.88,0,0,,0,0,19.8,9.1,342,1016.8,0,11.6,0,0,0,,Clear,clear-night,"08535099999,08534099999,08536099999,LPPT,08579099999"
portugal,2018-10-05T02:00:00,20.3,20.3,1.5,28.72,0,0,,0,0,18,7.2,345,1016.8,0,10,0,0,0,,Clear,clear-night,"08534099999,08536099999,LPPT,08579099999"
